creditCardAccountId,customerId,organizationId,organizationName,billId,dueDate,billTotalAmount,billTotalAmountCurrency,billMinimumAmount,billMinimumAmountCurrency,isInstalment,financeCharges,payments
f6558212-5325-4f06-9575-d9d178cffe16,793.879.991-03,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,205085be-5f94-4c2e-9db8-b769147af471,2021-09-10,112086.27000000002,BRL,112086.37000000002,BRL,false,,
f6558212-5325-4f06-9575-d9d178cffe16,793.879.991-03,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,851ebd21-ead8-44b0-a752-828666b91d67,2021-01-10,7814.12,BRL,7814.22,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,f8d0f957-e0d8-4507-94f7-825b13831bc2,2021-07-10,48284.9,BRL,48285,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,788c1845-90dd-4282-9b96-8dfd788fcc3d,2021-03-10,42259.71000000001,BRL,42259.810000000005,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,012d27cc-722a-4445-b46f-3f55ab34aff3,2021-06-10,33214.51,BRL,33214.61,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,145b9ddc-fa44-4233-805a-f1aadbe7ae39,2021-10-10,43928.52000000002,BRL,43928.62000000002,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,9c7fe7d5-2d98-41d5-a23e-df791e8a99d8,2021-04-10,48848.63,BRL,48848.729999999996,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,a1eee3a5-ab8c-45ad-9838-68701e2cd12e,2021-08-10,55363.100000000006,BRL,55363.200000000004,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,dd2f7244-610b-4be1-bbaa-4f5a528114cd,2021-09-10,41489.36999999998,BRL,41489.46999999998,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,3b143276-0f53-430f-ae24-3993a424ce03,2021-05-10,40917.6,BRL,40917.7,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,3189f5bc-9f05-489c-a847-3ca7e4554924,2021-12-10,18743.199999999997,BRL,18743.299999999996,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,8502fd69-01b0-4b53-b7a4-96e41535b423,2021-11-10,31976.340000000004,BRL,31976.440000000002,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,50584dea-0e39-4ade-adf2-96fb6d0854c4,2021-02-10,80759.97999999998,BRL,80760.07999999999,BRL,false,,
54c46698-9ba4-41d6-ae00-faa3c9cfbd25,927.518.283-33,69665991-da55-4aac-a1f2-32d23daba8fe,Instituição Financeira 03,cdae0647-941f-42dc-9de2-1a734f9a9b23,2021-01-10,1862.92,BRL,1863.02,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,06784ff9-1742-43e6-ad81-65fabd2939b6,2021-12-10,70446.66999999998,BRL,70446.76999999999,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,df152d4e-69f5-4a9a-aff4-369c3366c663,2021-02-10,66445.84,BRL,66445.94,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,73937ddd-ac2a-4d38-a323-18e90109b893,2021-06-10,80947.8,BRL,80947.90000000001,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,a83f46f8-5f4f-4b8f-be1b-b791a3b7340e,2021-05-10,90573.46,BRL,90573.56000000001,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,b5a3b51a-7445-45d1-a55a-f49246caa31e,2021-08-10,70891.01999999999,BRL,70891.12,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,43c31e8a-70be-4e80-b8f9-a46c76fe17e5,2021-04-10,63968.25,BRL,63968.35,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,7f51a07a-2f45-4b27-9284-ebb430848e5b,2021-10-10,75462.21,BRL,75462.31000000001,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,9ef06744-9c7d-4b98-b295-fb4f2096df90,2021-03-10,62836.999999999985,BRL,62837.099999999984,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,e9fe2461-eff0-4535-8f27-87ce87840339,2021-07-10,74506.92000000003,BRL,74507.02000000003,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,592a3f30-ff14-45da-9681-fb4cd04f9ad4,2021-09-10,68745.90000000001,BRL,68746.00000000001,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,005f0dd2-5bc7-4544-9488-b1ff8a5e8cc9,2021-11-10,59939.88999999999,BRL,59939.98999999999,BRL,false,,
2cc568f6-d4a9-422e-b497-b993ca172b3b,181.742.477-09,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,1ad29476-028a-419d-b652-d4e7f04331ba,2021-01-10,685.69,BRL,685.7900000000001,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,478fa735-6135-4a1a-b9c1-ceb3bd0042c9,2021-12-10,23105.46,BRL,23105.559999999998,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,fa4c9bd7-dafb-4df4-ab29-e57972cd0c05,2021-11-10,18805.73,BRL,18805.829999999998,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,21f21b8d-a783-49b0-a920-fec714a98edf,2021-08-10,30834.249999999996,BRL,30834.349999999995,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,9cf3f5d7-9258-4a09-b47e-2634964530c9,2021-02-10,24442.16,BRL,24442.26,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,1de76a26-ee23-4c99-9f8a-8af90627c3fd,2021-03-10,20385.050000000003,BRL,20385.15,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e8b838c8-7db1-4950-b649-2c07213a35f0,2021-05-10,28104.34,BRL,28104.44,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,06f86020-bd6c-4ab4-8268-b43dc184cd9e,2021-04-10,27065.580000000005,BRL,27065.680000000004,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,5bc79382-98ca-43f9-9af1-f53648569adc,2021-09-10,59312.880000000005,BRL,59312.98,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,40ad97fb-cb0c-43d7-acc4-82b6806eef4f,2021-10-10,5767.969999999999,BRL,5768.07,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,adf27840-93dc-49de-8afc-7ed5be921da6,2021-07-10,32431.62,BRL,32431.719999999998,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,51557434-e678-4800-bc46-d47baec86e6b,2021-06-10,5314.459999999999,BRL,5314.5599999999995,BRL,false,,
38cf746d-9866-4695-be7a-6f87c5bda46b,233.845.513-06,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,4b80eb74-a8e3-4672-9abb-25678e2c6df4,2021-01-10,4879.84,BRL,4879.9400000000005,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,646f2413-2146-4227-8260-500e4b6c2b05,2021-04-10,68954.38,BRL,68954.48000000001,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,c5d041bd-0bde-4a5d-a35e-155847a477ba,2021-12-10,77971.7,BRL,77971.8,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,42ed8a74-62dc-4ef6-91d5-82011ff70f64,2021-03-10,88173.59999999998,BRL,88173.69999999998,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,44d6dff8-4a98-42e5-8312-2629a350bf6f,2021-05-10,89975.69999999995,BRL,89975.79999999996,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,c1440b3f-6169-4fd2-a990-a1d721b26adc,2021-08-10,115242.37000000002,BRL,115242.47000000003,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,090b3e21-5c53-4b55-9952-fb3dbacb286a,2021-10-10,83253.21000000005,BRL,83253.31000000006,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,974797ec-ab46-4974-8f6e-8ef24955dd4f,2021-11-10,101760.30000000003,BRL,101760.40000000004,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,8cebc0d2-cc95-4a3f-8191-48e85d901f74,2021-07-10,151960.16000000003,BRL,151960.26000000004,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,f1976b9f-c895-4a17-a360-39e892219351,2021-02-10,71597.31000000001,BRL,71597.41000000002,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,a40d56e0-62ba-4028-9737-923c7ecbb290,2021-09-10,64634.94999999999,BRL,64635.04999999999,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,692daa81-ddd0-4bae-a1d9-1ca5c96fd6be,2021-06-10,67532.65,BRL,67532.75,BRL,false,,
7bd5ac69-d027-4212-b849-ea23335c4ea6,199.647.034-21,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,eae87f14-cb10-4208-ac44-38e4c78d17d5,2021-01-10,5824.86,BRL,5824.96,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,17959c79-3893-49a5-a673-416621742539,2021-02-10,87309.03,BRL,87309.13,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,85ba0e27-0b96-4fe0-b74b-711f9bc7dfa1,2021-08-10,93444.41,BRL,93444.51000000001,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,bb96b5a4-2491-4b15-8dc3-5350812bf985,2021-06-10,95433.01999999996,BRL,95433.11999999997,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,cf1e3895-ad6f-4c0f-baf2-4c428ccf174f,2021-03-10,151271.94999999998,BRL,151272.05,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,8011dd54-2ec7-49de-b78a-9034f4378130,2021-04-10,51619.46,BRL,51619.56,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,a6aff7e4-3ffc-4a0f-8c00-754056fb4b21,2021-07-10,108928.56999999999,BRL,108928.67,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,351f076d-0d9c-4491-b019-74a0b150a227,2021-05-10,98275.94000000003,BRL,98276.04000000004,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,2ed26f84-3223-474d-afa0-8fe9868335e1,2021-10-10,116479.73000000003,BRL,116479.83000000003,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,6455e24a-f608-4f5e-8c58-46ceaad4f11f,2021-12-10,135114.72999999995,BRL,135114.82999999996,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,a1b911ad-d71c-4661-96af-fd8939dba820,2021-11-10,150901.18000000005,BRL,150901.28000000006,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,d8447176-159b-4b41-a757-682ff71f98a7,2021-09-10,143933.43000000002,BRL,143933.53000000003,BRL,false,,
7fe29ecf-de3e-47d0-983d-85c17101b3c6,506.244.470-74,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,06a2d85f-78be-444a-b1c0-309a1add8e9b,2021-01-10,3931.0299999999997,BRL,3931.1299999999997,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,22aec2b6-b90e-4776-af26-0c7a5036a4ef,2021-09-10,84971.82999999997,BRL,84971.92999999998,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,77ff6755-13b0-4963-b351-6ef93965eeac,2021-05-10,86658.54000000001,BRL,86658.64000000001,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,090aef28-f5eb-46c8-bc21-cf754d3883cf,2021-06-10,79269.41999999998,BRL,79269.51999999999,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,3f54fd05-2591-4830-a69d-3a049beff848,2021-11-10,31616.23999999999,BRL,31616.33999999999,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,0f5a7d0a-187c-4771-9dc0-d7ef15e806ff,2021-10-10,79852.12000000005,BRL,79852.22000000006,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,934242c7-9057-415d-90a0-f436cfb186c7,2021-03-10,87583.39000000001,BRL,87583.49000000002,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,0dd54b7e-cefa-443d-b6ea-5b9090253338,2021-04-10,66230.06999999999,BRL,66230.17,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,d925510d-49a2-48be-aba8-3b30e1cfb258,2021-12-10,86507.55,BRL,86507.65000000001,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,b3d6079c-7ae4-434c-a845-3a21a7deba3b,2021-08-10,99679.36000000002,BRL,99679.46000000002,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,e096e15c-b418-4850-b4c3-6ea160942245,2021-07-10,59815.51999999999,BRL,59815.61999999999,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,4daabead-0b4a-4c57-9e60-3aafa00efff5,2021-02-10,72012.48000000001,BRL,72012.58000000002,BRL,false,,
d62dbfb3-c4d4-47f4-88d6-36a77d6dff6d,759.458.206-07,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,48d452f2-bd02-4d62-a5f6-0914d0f2e271,2021-01-10,381.16,BRL,381.26000000000005,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,ae689442-a898-42b7-adac-33438c5deb39,2021-09-10,43858.73000000001,BRL,43858.83000000001,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,1be8f9c1-ba9b-42d7-9e91-f84caeb05a91,2021-04-10,16512.55,BRL,16512.649999999998,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,a08bc510-1d36-40a4-a514-6a02fb4f0a40,2021-08-10,29234.959999999992,BRL,29235.05999999999,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,be649155-0c34-4c23-b6a6-baa0415bbd0a,2021-02-10,28582.64,BRL,28582.739999999998,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,2678a9d2-7b4c-4240-ae94-0df2704a427b,2021-07-10,39187.409999999996,BRL,39187.509999999995,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,0cdc7c66-920a-4c6c-8832-a126d143d591,2021-12-10,38314.159999999996,BRL,38314.259999999995,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,f98530bd-eb7c-4452-93f8-508fd02b0b86,2021-10-10,15675.190000000002,BRL,15675.290000000003,BRL,false,,
9462dfe8-3b63-4ce7-815d-ec20261f5b76,781.636.757-89,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,56f9fc0c-9f01-49fc-a9da-9666ccd53aaa,2021-11-10,19304.940000000002,BRL,19305.04,BRL,false,,
