creditCardAccountId,customerId,organizationId,organizationName,transactionId,identificationNumber,transactionName,creditDebitType,transactionType,paymentType,feeType,chargeIdentificator,chargeNumber,brazilianAmount,amount,currency,transactionDate,billPostDate,payeeMCC,billId
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,6037e5c4-6e4a-48ae-ab19-fc225bbbbe23,3876,Transporte,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,8853.08,8853.08,BRL,2021-07-20,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e5f62aee-018f-4737-82f3-70ddb8633fa6,3876,Educação,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,347.63,347.63,BRL,2021-11-23,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,03e687d1-f0be-49e1-b998-75bdd462f6d4,3876,IPTU,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,344.62,344.62,BRL,2021-06-07,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,ef431e0d-4646-4e77-91d3-fa7cde6d3044,3876,Transporte,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,6126.99,6126.99,BRL,2021-10-15,2021-11-10,,30f78cdf-e87a-4183-9f77-f01c8d4ed55a
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8626b9e7-074f-4a16-88f1-56d2c9fb434c,3876,IPVA,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,1224.95,1224.95,BRL,2021-05-03,2021-06-10,,1bda9f4b-efc8-4eed-a17b-0de3ede0a863
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,60597c6b-228f-4029-b2d3-aa28c4c4cf28,3876,Tv por assinatura,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,265.33,265.33,BRL,2021-03-04,2021-04-10,,39f4728c-cc2e-4cf7-9ee9-86a82e7160bd
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,33be5f3e-09d0-4725-b6f4-036a1a57d885,3876,Streaming de Vídeo,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,48.46,48.46,BRL,2021-05-20,2021-06-10,,1bda9f4b-efc8-4eed-a17b-0de3ede0a863
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,506563c3-4efb-431f-8c13-f49f647d75fa,3876,Saúde,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,1515.98,1515.98,BRL,2021-06-05,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,db2ca713-20b1-4640-ba69-989c7ac9c347,3876,Condomínio,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,657.19,657.19,BRL,2021-11-20,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,9b705d50-6b78-4439-b5f7-42a536280dd3,3876,Transporte,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,7684.52,7684.52,BRL,2021-08-06,2021-09-10,,74a5e2e2-25df-4225-801e-a3869a16429d
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,87f1b40c-d906-4d38-93f3-0b74209f698c,3876,Streaming de Vídeo,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,14.45,14.45,BRL,2021-03-14,2021-04-10,,39f4728c-cc2e-4cf7-9ee9-86a82e7160bd
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d2e9a09c-9fe3-4ef3-b412-3d742cb79696,3876,Condomínio,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,567.32,567.32,BRL,2021-02-11,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,52e76fd6-c03c-497b-b72e-84d99d96deca,3876,Manutenção,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,793.24,793.24,BRL,2021-08-14,2021-09-10,,74a5e2e2-25df-4225-801e-a3869a16429d
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,a88ff90e-5f12-43bc-88f2-85c8d1f0f523,3876,Presentes,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,6577.4,6577.4,BRL,2021-06-11,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,987a5804-2d7a-4f7d-a647-c59e4e14aa9c,3876,Luz,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,404.34,404.34,BRL,2021-09-01,2021-10-10,,68a44714-33c9-47a1-b467-8fc728cfe3b8
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,2c88f8d3-74ed-4a26-9272-ab6f58298973,3876,Pedágio,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,23.59,23.59,BRL,2021-11-05,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,15d2b67e-8971-4cf4-a931-5054cd6fc762,3876,Curso,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,749.8,749.8,BRL,2021-07-29,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,371fef19-9345-4fc3-82c5-d5ca910d2ceb,3876,Faculdade,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,1740.57,1740.57,BRL,2021-07-18,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,18007937-83a2-49f2-8b3d-d60b12aa0465,3876,Limpeza,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,123.36,123.36,BRL,2021-07-15,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8f43b1ca-ee6d-4115-8508-bae47a050846,3876,Presentes,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,8217.94,8217.94,BRL,2021-07-16,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,041d3bad-f3b5-4a79-9695-ce9a20747455,3876,Streaming de Vídeo,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,37.25,37.25,BRL,2021-05-21,2021-06-10,,1bda9f4b-efc8-4eed-a17b-0de3ede0a863
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,18710f82-043a-4939-b5b3-d27c8c5728b6,3876,Aluguel,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,5916.44,5916.44,BRL,2021-02-23,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8920da17-8778-4610-bce1-0a6aa5a782d7,3876,Consertos,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,233.03,233.03,BRL,2021-04-14,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,9721eba5-f693-437f-9816-08eff20f045a,3876,Supermercado,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,364.09,364.09,BRL,2021-06-03,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,0dbb486c-4f18-4a1e-b752-b32112980009,3876,Transporte,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,7601.03,7601.03,BRL,2021-01-03,2021-02-10,,98cba191-5664-4a66-96fb-b5d1291a3126
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,4307974a-eb68-41b7-8a22-eb24ad264393,3876,Tributos,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,3567.75,3567.75,BRL,2021-04-25,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,734cb851-6398-40cd-b683-fd9ac9d48dd8,3876,Presentes,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,5197.6,5197.6,BRL,2021-08-03,2021-09-10,,74a5e2e2-25df-4225-801e-a3869a16429d
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c6c5e5c7-9dab-4d3b-83d4-c37f13a48d26,3876,Tv por assinatura,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,243.83,243.83,BRL,2021-04-05,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,b132a905-045c-44c7-adcd-15dc463d5597,3876,Viagem,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,9089.15,9089.15,BRL,2021-07-18,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,18b85ec4-a64a-4ac7-9cf2-52bfbb59f946,3876,Viagem,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,4536.2,4536.2,BRL,2021-02-14,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,4f4b1f58-8883-476e-9aa4-a8f3346fc054,3876,Aluguel,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,3418.74,3418.74,BRL,2021-11-23,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,61c36e19-2348-4f58-961d-52ec6231ccb1,3876,Curso,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,968.7,968.7,BRL,2021-07-12,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,5abdba53-e12e-40e7-8883-19bc291b2f73,3876,Agua,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,337.05,337.05,BRL,2021-02-18,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8a8570f4-8aab-4470-9b64-180fb1a732d7,3876,IPVA,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,1339.95,1339.95,BRL,2021-06-03,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e1b99e38-5b10-422f-a936-b9fdb6c91e0c,3876,Tv por assinatura,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,237.42,237.42,BRL,2021-04-28,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,1827fe48-7c9a-4990-9a8b-ee8bd5b58563,3876,Educação,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,358.77,358.77,BRL,2021-01-25,2021-02-10,,98cba191-5664-4a66-96fb-b5d1291a3126
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,b05c2749-cd28-491a-811f-9b5e9fbd49c5,3876,Manutenção,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,881.76,881.76,BRL,2021-05-07,2021-06-10,,1bda9f4b-efc8-4eed-a17b-0de3ede0a863
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c6b55257-a980-41bf-9d02-9cf9bea6bacb,3876,Luz,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,243.52,243.52,BRL,2021-03-01,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,05c0a9e8-b3ab-499a-8bbe-abd1fba4ef4a,3876,Saúde,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,3825.86,3825.86,BRL,2021-02-18,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,0662c202-5e41-47b7-8e63-7041e6bdae70,3876,IPTU,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,133.46,133.46,BRL,2021-04-02,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d4df48d6-f9e8-47c7-927e-7d673f88212f,3876,IPTU,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,292.73,292.73,BRL,2021-09-13,2021-10-10,,68a44714-33c9-47a1-b467-8fc728cfe3b8
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,d328acc3-9864-4bca-b972-5742d2c18463,3876,PetShop,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,42.33,42.33,BRL,2021-06-09,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,06633368-6f5b-4b05-b465-1591f4efa476,3876,Manutenção,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,790.57,790.57,BRL,2021-10-28,2021-11-10,,30f78cdf-e87a-4183-9f77-f01c8d4ed55a
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,15976b4f-a045-4b8b-8899-ce0de8c029c0,3876,Restaurante,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,53.96,53.96,BRL,2021-11-03,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,1b8afc8e-47bd-4ce5-846d-01e7225699d0,3876,Agua,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,347.81,347.81,BRL,2021-09-29,2021-10-10,,68a44714-33c9-47a1-b467-8fc728cfe3b8
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,17877470-4ae0-491e-af3d-cfde4bb516c6,3876,Hospital,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,5858.91,5858.91,BRL,2021-04-13,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,2065ef4d-e24e-473c-a526-613ff0d65bb3,3876,Faculdade,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,624.44,624.44,BRL,2021-04-06,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8adf3ea2-8caf-4666-a78d-c74a904bd69f,3876,Curso,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,991.07,991.07,BRL,2021-10-15,2021-11-10,,30f78cdf-e87a-4183-9f77-f01c8d4ed55a
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8bf3bac4-80ec-4c0d-94f2-66e5039e774d,3876,Curso,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,133.07,133.07,BRL,2021-07-08,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,13bd4b61-f4a6-4d78-a787-ef254d4d51f2,3876,Prestação de Serviço,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,673.14,673.14,BRL,2021-11-06,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,857234d5-84f5-4571-a410-998cbdac6146,3876,Limpeza,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,174.36,174.36,BRL,2021-07-06,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c4d6169e-6ca3-4119-97ad-6fb33163f936,3876,Telefone,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,238.24,238.24,BRL,2021-06-14,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,1216e66d-1fa0-437c-ac76-85a14703c72d,3876,PetShop,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,35.22,35.22,BRL,2021-10-16,2021-11-10,,30f78cdf-e87a-4183-9f77-f01c8d4ed55a
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,4db5539f-adc6-4430-a17c-42ee9e5dbebe,3876,Limpeza,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,260.91,260.91,BRL,2021-04-24,2021-05-10,,b784f387-a288-4b4d-8328-4d2b30cdbd45
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,80ad1c02-11a8-4c8a-8ac5-9a9f7b0c6215,3876,Supermercado,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,338.48,338.48,BRL,2021-11-29,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e00292d7-5117-473f-ae8f-c05fa27209e8,3876,Estacionamento,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,297.93,297.93,BRL,2021-06-02,2021-07-10,,20290c9c-9935-4620-b748-24302eae6eee
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,747f9d98-8897-466b-9f53-01d1c995e579,3876,Shopping,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,4216.59,4216.59,BRL,2021-05-09,2021-06-10,,1bda9f4b-efc8-4eed-a17b-0de3ede0a863
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,53c9e203-7821-466b-83fc-dd03e3c360e7,3876,Streaming de Vídeo,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,39.89,39.89,BRL,2021-11-12,2021-12-10,,aed1fc8a-642f-49a0-9be3-fc7e6c83c99c
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,25470231-3247-4ed6-8044-3f9f83e0bbff,3876,Telefone,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,68.99,68.99,BRL,2021-07-30,2021-08-10,,fdf99beb-f235-43f2-a410-d8d279dcfd0f
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,b8e840c6-619a-4c12-b1e7-38b021e24cab,3876,Passagem de ônibus,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,5.32,5.32,BRL,2021-02-26,2021-03-10,,9097469e-403a-4085-9ead-f785d0810db1
e1711229-cf83-483b-8cc1-0c8d31c81f80,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,638ff9e5-56b6-4a4a-a932-1b23b8333e4d,3876,Gás,DEBITO,PAGAMENTO,A_VISTA,ANUIDADE,,,165.57,165.57,BRL,2021-09-16,2021-10-10,,68a44714-33c9-47a1-b467-8fc728cfe3b8
