accountId,customerId,organizationId,organizationName,transactionId,completedAuthorisedPaymentType,creditDebitType,transactionName,type,amount,transactionCurrency,transactionDate,partieCnpjCpf,partiePersonType,partieCompeCode,partieBranchCode,partieNumber,partieCheckDigit
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,5ad3704f-a7b6-4644-8110-a78024974a07,TRANSACAO_EFETIVADA,CREDITO,Pedágio,OUTROS,21.01,BRL,2021-11-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,db759312-1ff0-4867-8edc-8bcbfc1d6696,TRANSACAO_EFETIVADA,CREDITO,Alimentação,DOC,174.14,BRL,2021-07-12,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,4f4e44a2-76f8-439f-8cb8-97066d44a7f6,TRANSACAO_EFETIVADA,CREDITO,Faculdade,OUTROS,1749.71,BRL,2021-07-01,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3acd942b-2bee-49f8-9782-36d8c189d7c3,TRANSACAO_EFETIVADA,CREDITO,Viagem,OUTROS,9677.78,BRL,2021-03-18,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c8e1234a-28fb-455a-b99a-32113aa526ad,TRANSACAO_EFETIVADA,CREDITO,Saque em Dinheiro,SAQUE,396.07,BRL,2021-04-07,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,df8edeb4-4005-49a8-836d-2a6fcfd648ca,TRANSACAO_EFETIVADA,CREDITO,Roupas,PIX,514.8,BRL,2021-05-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8d77c1f5-e207-4510-a696-23ce8ccac272,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,116.03,BRL,2021-10-01,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,ae35c2bd-dc05-4fda-8a55-693d16b29f92,TRANSACAO_EFETIVADA,CREDITO,Veterinário,TED,286.26,BRL,2021-03-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,84925573-51a3-474c-a027-aba25637a5e9,TRANSACAO_EFETIVADA,CREDITO,Tv por assinatura,TED,177.77,BRL,2021-10-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,39b91b15-84a8-4888-be61-97db73b0a11c,TRANSACAO_EFETIVADA,CREDITO,Tributos,OUTROS,1997.85,BRL,2021-09-10,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,5001b152-2114-4f1e-9fd9-2bca0bb24c45,TRANSACAO_EFETIVADA,CREDITO,Taxi,OUTROS,23.13,BRL,2021-07-16,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,eb356dcf-dd04-4ebe-ac4c-a5de1e81066e,TRANSACAO_EFETIVADA,CREDITO,Passagem de ônibus,OUTROS,12.42,BRL,2021-08-08,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,f2330f55-e207-4962-b52d-8f1655bf1ce0,TRANSACAO_EFETIVADA,CREDITO,PetShop,TED,66.01,BRL,2021-07-22,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,96fbf262-12df-4572-be10-c671943b1966,TRANSACAO_EFETIVADA,CREDITO,Hospital,DOC,4262.17,BRL,2021-09-20,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3bcf71fb-cb2f-47ca-bbd8-a4e9af45298b,TRANSACAO_EFETIVADA,CREDITO,Roupas,DOC,204.38,BRL,2021-04-23,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c89ea6c6-81ff-4bdd-b6cd-e1d145f00c60,TRANSACAO_EFETIVADA,CREDITO,Combustível,DOC,191.98,BRL,2021-01-09,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,93b95b72-f866-4d21-82ed-f6cbff0be4ee,TRANSACAO_EFETIVADA,CREDITO,Hospital,PIX,7441.97,BRL,2021-08-13,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,c8b92fa6-1d86-44dd-a911-920dd803c82a,TRANSACAO_EFETIVADA,CREDITO,Hotel,OUTROS,2206.21,BRL,2021-01-27,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,18958b22-e5ef-45a2-b813-3b50f5ed8dac,TRANSACAO_EFETIVADA,CREDITO,Alimentação,OUTROS,563.7,BRL,2021-06-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,1ae0e46c-14d0-4b13-bfde-75d7afb9925f,TRANSACAO_EFETIVADA,CREDITO,Hospital,DOC,6288.02,BRL,2021-01-08,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,b848c98e-4dd4-4eec-b92c-da76abd653b5,TRANSACAO_EFETIVADA,CREDITO,Transporte,PIX,8896.7,BRL,2021-01-28,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,bd90a3a3-8346-49e3-a6a4-e31ac91b69b7,TRANSACAO_EFETIVADA,CREDITO,Aluguel,PIX,2514.42,BRL,2021-05-18,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3a61c812-467c-4dd0-9fda-f25ec81851d0,TRANSACAO_EFETIVADA,CREDITO,Saque em Dinheiro,SAQUE,605.65,BRL,2021-10-29,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,38a110a9-0892-4e29-9e67-525d8b6dd813,TRANSACAO_EFETIVADA,CREDITO,Tv por assinatura,PIX,247.72,BRL,2021-06-20,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,5dcb4f34-5626-4de3-b49e-f45151769a4d,TRANSACAO_EFETIVADA,CREDITO,Lanche,PIX,5.36,BRL,2021-08-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,83898d2b-7d38-4f84-8f1f-3e90279f8657,TRANSACAO_EFETIVADA,CREDITO,Condomínio,PIX,1421.27,BRL,2021-05-07,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,e1b00c04-9590-4142-8942-88bffffe8dc3,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,173.06,BRL,2021-07-17,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,08a0f0cf-1c05-4c37-a253-ac24aaade8ce,TRANSACAO_EFETIVADA,CREDITO,Agua,CONVENIO_ARRECADACAO,132.9,BRL,2021-05-01,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,a5fc7d7c-108f-475b-a0cb-34798e9b7608,TRANSACAO_EFETIVADA,CREDITO,Pedágio,OUTROS,21.86,BRL,2021-04-11,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,74c4a5f0-c2fa-4260-a5c4-b2cad7a69af8,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,146.03,BRL,2021-09-15,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3a2b9104-4524-47fe-b73d-eb9d0f35f392,TRANSACAO_EFETIVADA,CREDITO,Transporte,TED,682.69,BRL,2021-08-03,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,8820c77e-c9a4-4898-aa49-e6414d554838,TRANSACAO_EFETIVADA,CREDITO,Manutenção,BOLETO,112.76,BRL,2021-10-05,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3edf81d9-9d14-435e-b2a7-7032687cfdf6,TRANSACAO_EFETIVADA,CREDITO,Saúde,BOLETO,8879,BRL,2021-07-19,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,3c9dce23-1231-451b-945f-8311f564b87f,TRANSACAO_EFETIVADA,CREDITO,Telefone,CONVENIO_ARRECADACAO,190.29,BRL,2021-09-13,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,6ff1112d-8a01-48a0-971a-e9fb2305a32e,TRANSACAO_EFETIVADA,CREDITO,Gás,CONVENIO_ARRECADACAO,68.55,BRL,2021-11-02,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,0f4c8abf-02a8-4b8e-8ed7-2b1f73239cf9,TRANSACAO_EFETIVADA,CREDITO,Condomínio,BOLETO,4763.43,BRL,2021-03-17,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,29c82e71-c366-4877-9fe6-defcd7001473,TRANSACAO_EFETIVADA,CREDITO,Condomínio,TED,662.39,BRL,2021-03-16,NA,PESSOA_NATURAL,NA,NA,NA,0
a68a576f-4f6e-4eed-b3d4-85a3f5e20351,362.529.240-03,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,fb446cc5-2d24-4608-b9be-88b25427606a,TRANSACAO_EFETIVADA,CREDITO,Aplicativo de Transporte,OUTROS,64.5,BRL,2021-02-22,NA,PESSOA_NATURAL,NA,NA,NA,0
