contractId,customerId,organizationId,organizationName,typeNumberOfInstalments,totalNumberOfInstalments,typeContractRemaining,contractRemainingNumber,paidInstalments,dueInstalments,pastDueInstalments,balloonPayments
b70751b9-9c3d-4890-9681-a418a1bf0537,247.825.271-33,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,240,MES,199,41,199,0,
677a7199-326d-4293-b328-b9c7b3d82a4b,819.247.588-78,ac2ab4c1-dc48-4958-b964-e46938817aaa,Instituição Financeira 10,MES,240,MES,184,56,184,0,
7bdf0783-dc52-4a00-8821-cea8aa8ecb38,846.076.555-20,3506654e-b794-4818-b2b1-12f2efb03d39,Instituição Financeira 08,MES,360,MES,279,81,279,0,
423aaa47-93d5-4a1f-8f50-b0e07e60ff91,494.835.258-17,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,360,MES,166,194,166,0,
f679d13d-184d-4021-bd69-6e70ad964891,193.168.714-93,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,240,MES,183,57,183,0,
f007de99-f096-47dd-ba1a-0d53db279507,022.049.496-38,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,360,MES,18,342,18,0,
1d90d2d2-e437-4716-a3b3-4f46d2c09542,320.459.828-21,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,12,MES,3,9,3,0,
ead261ea-a607-490a-bad8-e501d012c5f8,512.813.285-34,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,24,MES,2,22,2,0,
2f050fd0-2e22-428e-a354-be997e01536d,695.981.003-16,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,360,MES,217,143,217,0,
5f7aa42f-b652-466b-aa0b-5595c1c5923b,322.144.455-96,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,12,MES,10,2,10,0,
bbaccb22-4aae-43a1-bb2d-ca2d02c3c71a,260.963.183-50,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,360,MES,237,123,237,0,
6f2bf301-8832-4a25-9a4e-3824a4ac1e61,200.344.192-05,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,240,MES,87,153,87,0,
dc8e9964-2580-4ebf-a120-ddfa4cb35c1e,504.680.731-42,a81729b5-ec71-4552-b4b1-26931c130154,Instituição Financeira 04,MES,240,MES,163,77,163,0,
225a70e6-47a5-4536-9ac3-28c128f56354,615.575.460-00,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,36,MES,29,7,29,0,
b1a3c8a2-98f0-4e11-b9a3-40122366d539,645.257.083-32,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,24,MES,5,19,5,0,
ade3f030-dcf3-45b2-949c-6ed2acfc4e30,531.439.240-70,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,24,MES,19,5,19,0,
c230371d-103d-4731-b698-626182d9dda2,398.690.343-40,3506654e-b794-4818-b2b1-12f2efb03d39,Instituição Financeira 08,MES,240,MES,42,198,42,0,
d96136d0-f334-4ce2-ab8a-272c552c5189,305.302.331-52,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,120,MES,87,33,87,0,
4efe4983-854a-4fe7-80e8-adb6bd0bfb40,483.649.713-76,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,120,MES,113,7,113,0,
ac5d65da-4b59-43ce-9a84-6f42a626c6ec,237.466.821-45,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,12,MES,1,11,1,0,
e3e1613f-042d-4adc-954e-4cac9c3c5b11,823.529.661-63,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,24,MES,23,1,23,0,
d4dea7f8-143d-442a-a96c-48162c7601c9,360.426.723-31,ac2ab4c1-dc48-4958-b964-e46938817aaa,Instituição Financeira 10,MES,24,MES,15,9,15,0,
4dfbdb25-88a2-43f8-b084-024091fe2449,303.826.414-98,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,360,MES,318,42,318,0,
e5670a8d-7552-4364-a219-8bd9415150b2,339.439.112-25,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,36,MES,27,9,27,0,
abd06fbc-8be3-4532-800e-2b1606c52332,755.207.023-24,ac2ab4c1-dc48-4958-b964-e46938817aaa,Instituição Financeira 10,MES,12,MES,7,5,7,0,
aed0e48c-3c66-437a-83e7-fe901b858cd7,831.933.600-63,ac2ab4c1-dc48-4958-b964-e46938817aaa,Instituição Financeira 10,MES,360,MES,74,286,74,0,
6c838285-4319-411e-bae3-3a9748a41072,179.214.757-55,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,120,MES,86,34,86,0,
18e7223b-1fcc-48e8-8de1-0de5c72b5a50,478.312.875-14,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,12,MES,2,10,2,0,
fb0d6417-d45f-4fc3-86df-de92874ce860,180.590.513-65,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,360,MES,67,293,67,0,
f23e763a-e64b-4d21-8028-e7b705a2eb54,361.153.973-60,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,120,MES,5,115,5,0,
042d6206-3696-4729-927b-47c89f6a1d1c,527.265.611-76,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,240,MES,87,153,87,0,
f7a5cd68-9d58-4eb8-a75e-2750555c49c5,888.939.067-50,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,24,MES,21,3,21,0,
804e0a3e-d818-45c9-9856-2fcac478b48c,351.189.116-10,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,360,MES,248,112,248,0,
5dee201c-968c-41b1-8eb7-e564a10886dd,677.081.894-41,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,360,MES,201,159,201,0,
c20234b8-cb2e-463f-8e36-30812f856f89,944.604.350-73,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,360,MES,97,263,97,0,
aa958d76-04a1-4b0f-b052-3cae11c8502c,327.202.078-60,3506654e-b794-4818-b2b1-12f2efb03d39,Instituição Financeira 08,MES,24,MES,13,11,13,0,
dc0e80f1-654b-4840-8386-fb2b57c3472e,694.100.078-30,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,36,MES,28,8,28,0,
73325515-257f-4d96-ad23-da9e28d8730d,238.919.397-23,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,36,MES,27,9,27,0,
c7a3a821-3173-4e73-9b78-de6f27d47db2,230.995.142-48,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,240,MES,239,1,239,0,
adfcf35e-bcc5-4320-9932-4be65b1492a7,223.124.654-34,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,36,MES,21,15,21,0,
a54ba300-40ce-4a44-b5ef-2d78a764b3cd,148.277.317-99,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,120,MES,3,117,3,0,
e2a766a9-6eb4-445b-81f4-a733805c5185,995.304.934-57,ac2ab4c1-dc48-4958-b964-e46938817aaa,Instituição Financeira 10,MES,360,MES,293,67,293,0,
2e403661-0efc-46d6-8b1d-c7efa2492d49,894.166.285-10,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,120,MES,73,47,73,0,
893cf3d1-0e4b-416c-bebb-80df3a4869e6,776.518.722-32,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,360,MES,72,288,72,0,
b46f49c0-a765-426b-ac8c-88b810ef817f,502.762.171-76,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,24,MES,24,0,24,0,
c1e770d6-8111-4459-9a8b-5807096b81f1,315.132.677-23,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,360,MES,80,280,80,0,
62dc8c2d-5362-491e-97b4-2feb5cabe214,818.277.824-47,f4851ca0-7163-4d71-97a7-df1e999c047f,Instituição Financeira 07,MES,360,MES,143,217,143,0,
55a0798b-fc6a-4ba7-99f8-21b7b53904a4,795.630.184-26,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,360,MES,74,286,74,0,
3d2a39f9-2ab7-486b-b589-af13aa920547,958.191.924-22,63d929c5-2a09-479e-806c-8cd073a029ab,Instituição Financeira 05,MES,36,MES,16,20,16,0,
648ad586-1413-4398-8d6a-b43abe2102bf,545.301.573-55,3fda1ef5-4b72-4557-bcbf-296780ba2c1f,Instituição Financeira 01,MES,120,MES,105,15,105,0,
0ea5e037-2b49-4d8c-940f-69d1396562a7,648.262.271-95,459b64e6-be78-4777-8b0b-f3b14e61ef31,Instituição Financeira 02,MES,360,MES,198,162,198,0,
e77d8f25-1d51-4a47-b6c6-eb0b40fcd99a,607.812.792-62,e7fc1280-4dd3-4977-bc24-c08ffea8baf5,Instituição Financeira 06,MES,36,MES,22,14,22,0,
fdbb4621-4e24-4494-8d81-45fe50007eb9,147.591.832-30,d3d2b0d5-903a-4f9f-b793-c139490d5ca7,Instituição Financeira 09,MES,120,MES,74,46,74,0,
